postcode,city,street,number
01-511,Warszawa,Czarnieckiego Stefana,2
01-513,Warszawa,Felińskiego Alojzego,2
01-517,Warszawa,Mickiewicza Adama,2
01-523,Warszawa,Śmiała,2
01-526,Warszawa,Śmiała,38
01-527,Warszawa,Mierosławskiego Ludwika,2
01-530,Warszawa,Krasińskiego Zygmunta,1
01-541,Warszawa,Czarnieckiego Stefana,72
01-548,Warszawa,Czarnieckiego Stefana,18
01-549,Warszawa,Mierosławskiego Ludwika,6
01-551,Warszawa,Mickiewicza Adama,22
01-555,Warszawa,Felińskiego Alojzego,18
01-558,Warszawa,Mierosławskiego Ludwika,18
01-562,Warszawa,Mickiewicza Adama,27
01-563,Warszawa,Felińskiego Alojzego,36
01-564,Warszawa,Pogonowskiego Stefana,16
01-566,Warszawa,Krasińskiego Zygmunta,11
01-567,Warszawa,Mierosławskiego Ludwika,23
01-568,Warszawa,Pogonowskiego Stefana,2
01-569,Warszawa,Felińskiego Alojzego,24
01-580,Warszawa,Krasińskiego Zygmunta,23
01-581,Warszawa,Krasińskiego Zygmunta,16
01-589,Warszawa,Sierpecka,1
01-592,Warszawa,Słowackiego Juliusza,5
01-593,Warszawa,Sierpecka,2
01-601,Warszawa,Krasińskiego Zygmunta,2
01-602,Warszawa,Sułkowskiego Józefa,2
01-607,Warszawa,Kniaźnina Franciszka,2
01-608,Warszawa,Tucholska,2
01-610,Warszawa,Sułkowskiego Józefa,11
01-615,Warszawa,Krasińskiego Zygmunta,10
01-616,Warszawa,Mickiewicza Adama,30
01-617,Warszawa,Kniaźnina Franciszka,10
01-618,Warszawa,Tucholska,22
01-619,Warszawa,Potocka,19
01-625,Warszawa,Mickiewicza Adama,33
01-627,Warszawa,Słowackiego Juliusza,2
01-629,Warszawa,Słowackiego Juliusza,48
01-631,Warszawa,Potocka,33
01-633,Warszawa,Gdańska,2
01-634,Warszawa,Słowackiego Juliusza,20
01-639,Warszawa,Potocka,5
01-641,Warszawa,Marii Kazimiery,2
01-650,Warszawa,Mickiewicza Adama,38
01-652,Warszawa,Potocka,2
01-670,Warszawa,Marii Kazimiery,102
01-677,Warszawa,Marii Kazimiery,72
01-690,Warszawa,Słowackiego Juliusza,45
01-691,Warszawa,Gdańska,6
01-716,Warszawa,Broniewskiego Władysława,50
01-728,Warszawa,Powązkowska,46
01-737,Warszawa,Elbląska,8
01-747,Warszawa,Elbląska,2
01-755,Warszawa,Krasińskiego Zygmunta,44
01-769,Warszawa,Krasińskiego Zygmunta,22
01-770,Warszawa,Sady Żoliborskie,1
01-771,Warszawa,Broniewskiego Władysława,10
01-772,Warszawa,Sady Żoliborskie,2
01-779,Warszawa,Krasińskiego Zygmunta,38
01-780,Warszawa,Broniewskiego Władysława,9
01-784,Warszawa,Krasińskiego Zygmunta,31
01-785,Warszawa,Broniewskiego Władysława,2
01-794,Warszawa,Burakowska,22
01-797,Warszawa,Powązkowska,2
01-802,Warszawa,Marymoncka,49
01-803,Warszawa,Cegłowska,2
01-806,Warszawa,Zuga Bogumiła,2
01-807,Warszawa,Barcicka,2
01-809,Warszawa,Cegłowska,46
01-811,Warszawa,Zuga Bogumiła,18
01-813,Warszawa,Marymoncka,34
01-817,Warszawa,Kasprowicza Jana,21
01-818,Warszawa,Podczaszyńskiego Bolesława,1
01-819,Warszawa,Żeromskiego Stefana,6
01-822,Warszawa,Schroegera Efraima,2
01-823,Warszawa,Kasprowicza Jana,87
01-824,Warszawa,Przybyszewskiego Stanisława,28
01-825,Warszawa,Żeromskiego Stefana,52
01-826,Warszawa,Kleczewska,28
01-827,Warszawa,Płatnicza,66
01-828,Warszawa,Schroegera Efraima,74
01-831,Warszawa,Żeromskiego Stefana,16
01-832,Warszawa,Płatnicza,38
01-835,Warszawa,Fontany Antoniego,1
01-836,Warszawa,Kasprowicza Jana,43
01-839,Warszawa,Barcicka,8
01-844,Warszawa,Przybyszewskiego Stanisława,51
01-844,Warszawa,Skalbmierska,2
01-845,Warszawa,Schroegera Efraima,84
01-846,Warszawa,Żeromskiego Stefana,64
01-848,Warszawa,Skalbmierska,12
01-849,Warszawa,Przybyszewskiego Stanisława,2
01-851,Warszawa,Kleczewska,2
01-852,Warszawa,Płatnicza,2
01-853,Warszawa,Jarzębskiego Adama,2
01-854,Warszawa,Broniewskiego Władysława,60
01-855,Warszawa,Perzyńskiego Włodzimierza,1
01-856,Warszawa,Magiera Antoniego,18
01-857,Warszawa,Żeromskiego Stefana,83
01-859,Warszawa,Kasprowicza Jana,2
01-861,Warszawa,Żeromskiego Stefana,2
01-862,Warszawa,Podczaszyńskiego Bolesława,2
01-865,Warszawa,Broniewskiego Władysława,57
01-866,Warszawa,Podczaszyńskiego Bolesława,7
01-867,Warszawa,Podczaszyńskiego Bolesława,12
01-868,Warszawa,Marymoncka,1
01-869,Warszawa,Marymoncka,2
01-871,Warszawa,Kasprowicza Jana,12
01-872,Warszawa,Perzyńskiego Włodzimierza,2
01-873,Warszawa,Magiera Antoniego,2
01-874,Warszawa,Duracza Teodora,1
01-876,Warszawa,Broniewskiego Władysława,79
01-877,Warszawa,Broniewskiego Władysława,101
01-881,Warszawa,Jarzębskiego Adama,10
01-882,Warszawa,Żeromskiego Stefana,17
01-883,Warszawa,Perzyńskiego Włodzimierza,10
01-884,Warszawa,Staffa Leopolda,20
01-885,Warszawa,Fontany Antoniego,2
01-887,Warszawa,Żeromskiego Stefana,1
01-890,Warszawa,Perzyńskiego Włodzimierza,15
01-891,Warszawa,Staffa Leopolda,2
01-892,Warszawa,Duracza Teodora,2
01-908,Warszawa,Wólczyńska,2
01-918,Warszawa,Nocznickiego Tomasza,10
01-919,Warszawa,Wólczyńska,82
01-930,Warszawa,Przy Agorze,18
01-931,Warszawa,Wólczyńska,66
01-943,Warszawa,Skwer,30
01-946,Warszawa,Marymoncka,121
01-947,Warszawa,Dorycka,1
01-948,Warszawa,Nocznickiego Tomasza,2
01-949,Warszawa,Kasprowicza Jana,68
01-950,Warszawa,Wrzeciono,45
01-951,Warszawa,Wrzeciono,1
01-956,Warszawa,Wrzeciono,42
01-960,Warszawa,Przy Agorze,2
01-961,Warszawa,Wrzeciono,2
01-963,Warszawa,Wrzeciono,20
01-964,Warszawa,Dorycka,2
01-977,Warszawa,Marymoncka,36
02-001,Warszawa,Aleje Jerozolimskie,81
02-002,Warszawa,Nowogrodzka 62A,62
02-004,Warszawa,Chałubińskiego Tytusa,1
02-005,Warszawa,Lindleya Williama,2
02-006,Warszawa,Nowogrodzka,59
02-008,Warszawa,Koszykowa,80
02-010,Warszawa,Nowowiejska,26
02-011,Warszawa,Aleje Jerozolimskie,101
02-012,Warszawa,Koszykowa,81
02-013,Warszawa,Lindleya Williama,14
02-014,Warszawa,Nowogrodzka,64
02-017,Warszawa,Aleje Jerozolimskie,111
02-018,Warszawa,Nowogrodzka,74
02-019,Warszawa,Grójecka,1
02-020,Warszawa,Daleka,2
02-021,Warszawa,Grójecka,9
02-023,Warszawa,Tarczyńska,12
02-024,Warszawa,Daleka,8
02-025,Warszawa,Tarczyńska,2
02-026,Warszawa,Raszyńska,2
02-030,Warszawa,Grójecka,27
02-031,Warszawa,Grójecka,37
02-032,Warszawa,Filtrowa,10
02-033,Warszawa,Raszyńska,48
02-034,Warszawa,Wawelska,60
02-041,Warszawa,Mochnackiego Maurycego,17
02-042,Warszawa,Mochnackiego Maurycego,2
02-055,Warszawa,Filtrowa,65
02-056,Warszawa,Filtrowa,57
02-057,Warszawa,Filtrowa,54
02-059,Warszawa,Wawelska,2
02-061,Warszawa,Wawelska,10
02-067,Warszawa,Wawelska,38
02-094,Warszawa,Grójecka,49
02-101,Warszawa,Grójecka,89
02-107,Warszawa,Dickensa Karola,2
02-110,Warszawa,Sanocka,2
02-111,Warszawa,Sanocka,12
02-117,Warszawa,Racławicka,142
02-118,Warszawa,Pruszkowska,2
02-119,Warszawa,Pruszkowska,8
02-120,Warszawa,Grójecka,109
02-121,Warszawa,Korotyńskiego Władysława,2
02-123,Warszawa,Korotyńskiego Władysława,16
02-124,Warszawa,Grójecka,121
02-145,Warszawa,Wirażowa,44
02-146,Warszawa,17 Stycznia,36
02-148,Warszawa,17 Stycznia,2
02-158,Warszawa,Wirażowa,2
02-201,Warszawa,Opaczewska,50
02-208,Warszawa,Aleje Jerozolimskie,167
02-220,Warszawa,Łopuszańska,2
02-222,Warszawa,Aleje Jerozolimskie,173
02-226,Warszawa,Popularna,72
02-230,Warszawa,Jutrzenki,2
02-231,Warszawa,Jutrzenki,130
02-231,Warszawa,Włodarzewska,90
02-232,Warszawa,Łopuszańska,38
02-236,Warszawa,Badylarska,28
02-301,Warszawa,Grójecka,2
02-304,Warszawa,Aleje Jerozolimskie,131
02-305,Warszawa,Aleje Jerozolimskie,130
02-308,Warszawa,Grójecka,28
02-314,Warszawa,Grójecka,36
02-320,Warszawa,Grójecka,40
02-321,Warszawa,Kopińska,2
02-325,Warszawa,Białobrzeska,44
02-326,Warszawa,Aleje Jerozolimskie,148
02-327,Warszawa,Kopińska,20
02-337,Warszawa,Mszczonowska,2
02-339,Warszawa,Grójecka,58
02-340,Warszawa,Białobrzeska,23
02-341,Warszawa,Białobrzeska,30
02-342,Warszawa,Aleje Jerozolimskie,162
02-344,Warszawa,Częstochowska,2
02-350,Warszawa,Częstochowska,28
02-352,Warszawa,Szczęśliwicka,2
02-353,Warszawa,Szczęśliwicka,10
02-359,Warszawa,Grójecka,70
02-362,Warszawa,Bitwy Warszawskiej,192
02-364,Warszawa,Białobrzeska,17
02-365,Warszawa,Białobrzeska,22
02-366,Warszawa,Bitwy Warszawskiej,192
02-367,Warszawa,Grójecka,80
02-368,Warszawa,Opaczewska,2
02-370,Warszawa,Białobrzeska,13
02-371,Warszawa,Białobrzeska,12
02-372,Warszawa,Opaczewska,20
02-379,Warszawa,Białobrzeska,1
02-380,Warszawa,Białobrzeska,2
02-382,Warszawa,Dickensa Karola,8
02-383,Warszawa,Grójecka,124
02-384,Warszawa,Włodarzewska,2
02-390,Warszawa,Grójecka,132
02-393,Warszawa,Włodarzewska,70
02-405,Warszawa,Rybnicka,2
02-407,Warszawa,Przepiórki,2
02-408,Warszawa,Szuberta Franciszka,2
02-410,Warszawa,Przepiórki,22
02-416,Warszawa,Latarnika,2
02-417,Warszawa,Głubczycka,2
02-419,Warszawa,Urszuli,1
02-423,Warszawa,Latarnika,40
02-424,Warszawa,Głubczycka,26
02-425,Warszawa,Szuberta Franciszka,50
02-432,Warszawa,Rybnicka,40
02-436,Warszawa,Globusowa,2
02-437,Warszawa,Dźwigowa,2
02-437,Warszawa,Globusowa,40
02-440,Warszawa,Parowcowa,1
02-442,Warszawa,Nike,2
02-445,Warszawa,Parowcowa,2
02-447,Warszawa,Nike,36
02-452,Warszawa,Drukarzy,8
02-456,Warszawa,Czereśniowa,2
02-457,Warszawa,Czereśniowa,1
02-457,Warszawa,Łopuszańska,120
02-462,Warszawa,Śląska,50
02-464,Warszawa,Drukarzy,2
02-472,Warszawa,Śląska,2
02-473,Warszawa,Popularna,2
02-483,Warszawa,Ryżowa,2
02-484,Warszawa,Badylarska,2
02-486,Warszawa,Aleje Jerozolimskie,170
02-495,Warszawa,Aleje Jerozolimskie,220
02-495,Warszawa,Posag,7
02-495,Warszawa,Ryżowa,36
02-501,Warszawa,Karłowicza Mieczysława,1
02-502,Warszawa,Łowicka,14
02-503,Warszawa,Dąbrowskiego Jarosława,77
02-504,Warszawa,Kielecka,2
02-507,Warszawa,Wołoska,58
02-508,Warszawa,Puławska,27
02-512,Warszawa,Puławska,14
02-515,Warszawa,Puławska,1
02-517,Warszawa,Rakowiecka,2
02-518,Warszawa,Kazimierzowska,66
02-519,Warszawa,Rakowiecka 2E,4
02-520,Warszawa,Wiśniowa,36
02-521,Warszawa,Rakowiecka,6
02-522,Warszawa,Opoczyńska,1
02-524,Warszawa,Narbutta Ludwika,84
02-526,Warszawa,Opoczyńska,2
02-528,Warszawa,Rakowiecka,26
02-529,Warszawa,Narbutta Ludwika,70
02-530,Warszawa,Kielecka,28
02-531,Warszawa,Łowicka,46
02-532,Warszawa,Rakowiecka,32
02-535,Warszawa,Łowicka,45
02-536,Warszawa,Narbutta Ludwika,11
02-537,Warszawa,Melsztyńska,2
02-538,Warszawa,Kazimierzowska,53
02-539,Warszawa,Kwiatowa,22
02-541,Warszawa,Narbutta Ludwika,12
02-543,Warszawa,Kazimierzowska,60
02-545,Warszawa,Wiśniowa,16
02-546,Warszawa,Kazimierzowska,42
02-548,Warszawa,Różana,2
02-550,Warszawa,Kielecka,16
02-551,Warszawa,Łowicka,40
02-552,Warszawa,Karłowicza Mieczysława,2
02-557,Warszawa,Bałuckiego Michała,14
02-558,Warszawa,Dąbrowskiego Jarosława,2
02-559,Warszawa,Puławska,40
02-560,Warszawa,Odolańska,2
02-561,Warszawa,Dąbrowskiego Jarosława,18
02-562,Warszawa,Odolańska,18
02-563,Warszawa,Wiśniowa,2
02-564,Warszawa,Narbutta Ludwika,2
02-566,Warszawa,Puławska,2
02-568,Warszawa,Melsztyńska,1
02-569,Warszawa,Różana,22
02-571,Warszawa,Dąbrowskiego Jarosława,74
02-572,Warszawa,Kazimierzowska,20
02-574,Warszawa,Łowicka,10
02-575,Warszawa,Wiktorska,96
02-579,Warszawa,Kwiatowa,2
02-582,Warszawa,Wiktorska,34
02-583,Warszawa,Wołoska,32
02-584,Warszawa,Łowicka,2
02-586,Warszawa,Dąbrowskiego Jarosława,69
02-587,Warszawa,Wiktorska,2
02-589,Warszawa,Kazimierzowska,2
02-592,Warszawa,Puławska,54
02-595,Warszawa,Puławska,57
02-598,Warszawa,Dąbrowskiego Jarosława,92
02-601,Warszawa,Racławicka,2
02-603,Warszawa,Puławska,62
02-604,Warszawa,Bałuckiego Michała,2
02-608,Warszawa,Krasickiego Ignacego,36
02-610,Warszawa,Goszczyńskiego Seweryna,14
02-611,Warszawa,Krasickiego Ignacego,12
02-612,Warszawa,Malczewskiego Antoniego,24
02-613,Warszawa,Pilicka,22
02-614,Warszawa,Lenartowicza Teofila,16
02-615,Warszawa,Tyniecka,20
02-616,Warszawa,Goszczyńskiego Seweryna,2
02-617,Warszawa,Malczewskiego Antoniego,2
02-618,Warszawa,Lenartowicza Teofila,2
02-620,Warszawa,Puławska,90
02-621,Warszawa,Tyniecka,30
02-622,Warszawa,Malczewskiego Antoniego,32
02-624,Warszawa,Puławska,134
02-628,Warszawa,Krasickiego Ignacego,2
02-629,Warszawa,Pilicka,2
02-630,Warszawa,Tyniecka,2
02-634,Warszawa,Racławicka,48
02-657,Warszawa,Wielicka,28
02-659,Warszawa,Abramowskiego Edwarda,2
02-663,Warszawa,Domaniewska,2
02-664,Warszawa,Wielicka,2
02-666,Warszawa,Niedźwiedzia,46
02-669,Warszawa,Abramowskiego Edwarda,18
02-670,Warszawa,Puławska,152
02-672,Warszawa,Domaniewska,8
02-675,Warszawa,Wołoska,2
02-682,Warszawa,Bokserska,2
02-684,Warszawa,Puławska,246
02-690,Warszawa,Bokserska,42
02-704,Warszawa,Idzikowskiego Ludwika,32
02-707,Warszawa,Puławska,109
02-715,Warszawa,Puławska,127
02-737,Warszawa,Niedźwiedzia,2
02-740,Warszawa,Puławska,249
02-766,Warszawa,Nowoursynowska,216
02-769,Warszawa,Puławska,257
02-776,Warszawa,Nowoursynowska,158
02-778,Warszawa,Płaskowickiej Filipiny,2
02-785,Warszawa,Puławska,283
02-786,Warszawa,Rosoła Jana,2
02-787,Warszawa,Nowoursynowska,164
02-791,Warszawa,Płaskowickiej Filipiny,1
02-796,Warszawa,Gąsek,1
02-796,Warszawa,Rosoła Jana,3
02-797,Warszawa,Nowoursynowska,2
02-801,Warszawa,Puławska,359
02-819,Warszawa,Puławska,270
02-821,Warszawa,Hołubcowa,2
02-831,Warszawa,Rybałtów,40
02-844,Warszawa,Puławska,457
02-845,Warszawa,Puławska,374
02-854,Warszawa,Hołubcowa,88
02-884,Warszawa,Puławska,424
02-885,Warszawa,Puławska,571
02-886,Warszawa,Rybałtów,2
02-903,Warszawa,Powsińska,24
02-909,Warszawa,Bonifacego,100
02-914,Warszawa,Bonifacego,2
02-916,Warszawa,Okrężna,2
02-917,Warszawa,Morszyńska,2
02-920,Warszawa,Powsińska,2
02-923,Warszawa,Klarysewska,2
02-925,Warszawa,Morszyńska,41
02-925,Warszawa,Okrężna,38
02-930,Warszawa,Sobieskiego Jana,20
02-932,Warszawa,Morszyńska,69
02-933,Warszawa,Okrężna,70
02-936,Warszawa,Bonifacego,64
02-936,Warszawa,Klarysewska,50
02-937,Warszawa,Orężna,50
02-938,Warszawa,Orężna,2
02-940,Warszawa,Bonifacego,88
02-941,Warszawa,Sobieskiego Jana,51
02-945,Warszawa,Bonifacego,77
02-946,Warszawa,Biedronki,2
02-947,Warszawa,Łucznicza,2
02-948,Warszawa,Kosiarzy,2
02-948,Warszawa,Obornicka,2
02-950,Warszawa,Łowcza,2
02-952,Warszawa,Wiertnicza,26
02-953,Warszawa,Kosiarzy,8
02-953,Warszawa,Obornicka,28
02-955,Warszawa,Łowcza,12
02-957,Warszawa,Sobieskiego Jana,2
02-958,Warszawa,Wiertnicza,2
02-959,Warszawa,Biedronki,52
02-962,Warszawa,Przyczółkowa,210
02-963,Warszawa,Vogla Zygmunta,2
02-968,Warszawa,Przyczółkowa,2
02-973,Warszawa,Gąsek,2
02-982,Warszawa,Łucznicza,18
02-987,Warszawa,Syta,100
02-990,Warszawa,Vogla Zygmunta,38
02-991,Warszawa,Bruzdowa,22
02-993,Warszawa,Syta,2
02-994,Warszawa,Bruzdowa,2
03-003,Warszawa,Polnych Kwiatów,2
03-005,Warszawa,Wałuszewska,24
03-007,Warszawa,Bohaterów,34
03-018,Warszawa,Ornecka,96
03-024,Warszawa,Wałuszewska,2
03-026,Warszawa,Bohaterów,2
03-035,Warszawa,Ornecka,2
03-042,Warszawa,Marywilska,42
03-044,Warszawa,Płochocińska,22
03-044,Warszawa,Zdziarska,1
03-053,Warszawa,Modlińska,352
03-069,Warszawa,Polnych Kwiatów,40
03-081,Warszawa,Mehoffera Józefa,132
03-111,Warszawa,Podróżnicza,2
03-115,Warszawa,Klasyków,2
03-118,Warszawa,Mehoffera Józefa,76
03-119,Warszawa,Modlińska,180
03-120,Warszawa,Modlińska,209
03-122,Warszawa,Modlińska,195
03-128,Warszawa,Świderska,86
03-131,Warszawa,Mehoffera Józefa,2
03-151,Warszawa,Modlińska,259
03-152,Warszawa,Modlińska,240
03-158,Warszawa,Mehoffera Józefa,96
03-163,Warszawa,Klasyków,36
03-165,Warszawa,Podróżnicza,18
03-170,Warszawa,Modlińska,78
03-186,Warszawa,Modlińska,95
03-187,Warszawa,Świderska,2
03-191,Warszawa,Płochocińska,2
03-198,Warszawa,Modlińska,18
03-199,Warszawa,Modlińska,17
03-201,Warszawa,Oliwska,76
03-202,Warszawa,Wysockiego Piotra,30
03-204,Warszawa,Łabiszyńska,24
03-207,Warszawa,Nieszawska,26
03-209,Warszawa,Skrajna,2
03-213,Warszawa,Toruńska,2
03-215,Warszawa,Jagiellońska,88
03-216,Warszawa,Modlińska,2
03-226,Warszawa,Toruńska,50
03-228,Warszawa,Marywilska,2
03-242,Warszawa,Kondratowicza Ludwika,2
03-249,Warszawa,Skrajna,16
03-251,Warszawa,Białołęcka,72
03-253,Warszawa,Białołęcka,110
03-281,Warszawa,Skrajna 30 ,31
03-285,Warszawa,Kondratowicza Ludwika,18
03-289,Warszawa,Zdziarska,9
03-291,Warszawa,Wincentego,92
03-301,Warszawa,Jagiellońska,70
03-303,Warszawa,Jagiellońska,84
03-314,Warszawa,Białołęcka,2
03-316,Warszawa,Oliwska,2
03-317,Warszawa,Siedzibna,2
03-325,Warszawa,Bolesławicka,2
03-331,Warszawa,Siedzibna,38
03-332,Warszawa,Chodecka,2
03-334,Warszawa,Oliwska,10
03-343,Warszawa,Rembielińska,2
03-346,Warszawa,Białołęcka,12
03-348,Warszawa,Białołęcka,24
03-350,Warszawa,Chodecka,10
03-352,Warszawa,Bolesławicka,22
03-352,Warszawa,Rembielińska,12
03-353,Warszawa,Goworowska,2
03-356,Warszawa,Oliwska,34
03-359,Warszawa,Chodecka,28
03-361,Warszawa,Łabiszyńska,2
03-362,Warszawa,Rembielińska,22
03-363,Warszawa,Goworowska,16
03-365,Warszawa,Niemeńska,2
03-367,Warszawa,Białołęcka,38
03-369,Warszawa,Wysockiego Piotra,2
03-371,Warszawa,Wysockiego Piotra,6
03-372,Warszawa,Oliwska,38
03-373,Warszawa,Białołęcka,52
03-375,Warszawa,Niemeńska,18
03-376,Warszawa,Goworowska,32
03-377,Warszawa,Bolesławicka,52
03-378,Warszawa,Rembielińska,52
03-382,Warszawa,Nieszawska,2
03-384,Warszawa,Chodecka,36
03-385,Warszawa,Łabiszyńska,12
03-387,Warszawa,Białołęcka,62
03-388,Warszawa,Wysockiego Piotra,16
03-393,Warszawa,Chodecka,42
03-394,Warszawa,Nieszawska,12
03-396,Warszawa,Rembielińska,56
03-397,Warszawa,Łabiszyńska,18
03-404,Warszawa,Kameralna,2
03-406,Warszawa,Kameralna,1
03-407,Warszawa,Ratuszowa,10
03-408,Warszawa,Targowa,75
03-409,Warszawa,Wileńska,2
03-410,Warszawa,Inżynierska,1
03-414,Warszawa,Wileńska,6
03-416,Warszawa,Wileńska,16
03-419,Warszawa,Szwedzka,2
03-420,Warszawa,Szwedzka,6
03-422,Warszawa,Inżynierska,2
03-425,Warszawa,Stalowa,1
03-426,Warszawa,Stalowa,16
03-427,Warszawa,Stalowa,2
03-429,Warszawa,Stalowa,30
03-430,Warszawa,Środkowa,2
03-431,Warszawa,Środkowa,30
03-435,Warszawa,11 Listopada,2
03-436,Warszawa,11 Listopada,22
03-437,Warszawa,11 Listopada,46
03-445,Warszawa,11 Listopada,48
03-446,Warszawa,11 Listopada,9
03-447,Warszawa,11 Listopada,1
03-448,Warszawa,Targowa,76
03-450,Warszawa,Ratuszowa,7
03-451,Warszawa,Ratuszowa,17
03-452,Warszawa,Ratuszowa,14
03-453,Warszawa,Ratuszowa,20
03-454,Warszawa,Namysłowska,2
03-455,Warszawa,Namysłowska,6
03-456,Warszawa,Starzyńskiego Stefana,2
03-458,Warszawa,Starzyńskiego Stefana,12
03-461,Warszawa,Ratuszowa,2
03-462,Warszawa,Jagiellońska,40
03-463,Warszawa,Jagiellońska,48
03-465,Warszawa,Skoczylasa Władysława,10
03-468,Warszawa,Jagiellońska,56
03-469,Warszawa,Skoczylasa Władysława,2
03-470,Warszawa,Skoczylasa Władysława,1
03-471,Warszawa,Skoczylasa Władysława,11
03-472,Warszawa,Brechta Bertolda,2
03-473,Warszawa,Brechta Bertolda,10
03-474,Warszawa,Dąbrowszczaków,2
03-476,Warszawa,Dąbrowszczaków,1
03-482,Warszawa,Dąbrowszczaków,7
03-484,Warszawa,Dąbrowszczaków,12
03-484,Warszawa,Darwina Karola,2
03-486,Warszawa,Linneusza Karola,2
03-488,Warszawa,Darwina Karola,10
03-489,Warszawa,Linneusza Karola,6
03-501,Warszawa,Plantowa,2
03-502,Warszawa,Plantowa,12
03-504,Warszawa,11 Listopada,70
03-505,Warszawa,Wincentego,2
03-509,Warszawa,Świdnicka,2
03-510,Warszawa,Prałatowska,2
03-511,Warszawa,Pratulińska,2
03-512,Warszawa,Radzymińska,73
03-514,Warszawa,Skargi Piotra,2
03-515,Warszawa,Skargi Piotra 34A,50
03-516,Warszawa,Skargi Piotra,52
03-517,Warszawa,Świdnicka,26
03-518,Warszawa,Prałatowska,30
03-519,Warszawa,Pratulińska,16
03-525,Warszawa,Wincentego,27
03-526,Warszawa,Wincentego,26
03-528,Warszawa,Smoleńska,54
03-529,Warszawa,Tykocińska,50
03-530,Warszawa,Wincentego,53
03-531,Warszawa,Wincentego,42
03-533,Warszawa,Rzeszowska,10
03-534,Warszawa,Rzeszowska,2
03-539,Warszawa,Świdnicka,32
03-540,Warszawa,Prałatowska,38
03-541,Warszawa,Pratulińska,42
03-544,Warszawa,Pratulińska,24
03-545,Warszawa,Tykocińska,2
03-546,Warszawa,Smoleńska,2
03-547,Warszawa,Święciańska,2
03-548,Warszawa,Radzymińska,99
03-549,Warszawa,Radzymińska,107
03-551,Warszawa,Święciańska,8
03-556,Warszawa,Handlowa,2
03-557,Warszawa,Handlowa,11
03-560,Warszawa,Radzymińska,121
03-561,Warszawa,Handlowa,1
03-563,Warszawa,Trocka,2
03-564,Warszawa,Trocka,52
03-572,Warszawa,Handlowa,51
03-574,Warszawa,Radzymińska,84
03-575,Warszawa,Radzymińska,152
03-576,Warszawa,Radzymińska,133
03-584,Warszawa,Jórskiego,2
03-585,Warszawa,Mrozowska,2
03-586,Warszawa,Uranowa,2
03-587,Warszawa,Władysława Łokietka,2
03-588,Warszawa,Samarytanka,36
03-590,Warszawa,Władysława Łokietka,1
03-592,Warszawa,Samarytanka,2
03-593,Warszawa,Jórskiego,48
03-594,Warszawa,Uranowa,26
03-595,Warszawa,Mrozowska,24
03-607,Warszawa,Codzienna,2
03-611,Warszawa,Radzymińska,187
03-625,Warszawa,Mleczna,24
03-642,Warszawa,Kondratowicza Ludwika,42
03-643,Warszawa,Radzymińska,243
03-644,Warszawa,Krynoliny,2
03-648,Warszawa,Ustronna,2
03-667,Warszawa,Mleczna,2
03-668,Warszawa,Codzienna,14
03-671,Warszawa,Radzymińska,160
03-674,Warszawa,Radzymińska,188
03-676,Warszawa,Bukowiecka,2
03-687,Warszawa,Łodygowa,2
03-688,Warszawa,Łodygowa,82
03-694,Warszawa,Radzymińska,262
03-699,Warszawa,Krynoliny,10
03-699,Warszawa,Ustronna,10
03-709,Warszawa,Sierakowskiego Józefa,8
03-710,Warszawa,Okrzei Stefana,2
03-712,Warszawa,Sierakowskiego Józefa,2
03-715,Warszawa,Okrzei Stefana,1
03-716,Warszawa,Sierakowskiego Józefa,6
03-719,Warszawa,Jagiellońska,16
03-721,Warszawa,Jagiellońska,2
03-727,Warszawa,Targowa,1
03-728,Warszawa,Targowa,17
03-729,Warszawa,Targowa,55
03-731,Warszawa,Targowa,2
03-733,Warszawa,Targowa,24
03-734,Warszawa,Targowa,58
03-735,Warszawa,Ząbkowska,2
03-736,Warszawa,Ząbkowska,1
03-737,Warszawa,Brzeska,2
03-738,Warszawa,Kijowska,2
03-739,Warszawa,Brzeska,1
03-741,Warszawa,Białostocka,2
03-743,Warszawa,Kijowska,10
03-747,Warszawa,Radzymińska,1
03-748,Warszawa,Białostocka,44
03-751,Warszawa,Radzymińska,43
03-752,Warszawa,Radzymińska,2
03-753,Warszawa,Folwarczna,12
03-754,Warszawa,Folwarczna,2
03-756,Warszawa,Siedlecka,2
03-757,Warszawa,Łochowska,2
03-758,Warszawa,Łomżyńska,2
03-762,Warszawa,Łomżyńska,10
03-763,Warszawa,Grajewska,12
03-764,Warszawa,Łochowska,44
03-766,Warszawa,Grajewska,2
03-768,Warszawa,Siedlecka,12
